sku,name,quantity,price
S0024596,Item 24596,139,129.38
S0024597,Item 24597,446,156.69
S0024598,Item 24598,322,165.96
S0024599,Item 24599,208,80.28
S0024600,Item 24600,126,134.24
S0024601,Item 24601,18,154.08
S0024602,Item 24602,373,6.97
S0024603,Item 24603,182,42.34
S0024604,Item 24604,464,189.62
S0024605,Item 24605,280,3.64
S0024606,Item 24606,359,194.58
S0024607,Item 24607,461,144.85
S0024608,Item 24608,444,152.12
S0024609,Item 24609,409,147.33
S0024610,Item 24610,253,126.39
S0024611,Item 24611,431,63.24
S0024612,Item 24612,154,2.05
S0024613,Item 24613,294,75.3
S0024614,Item 24614,378,87.51
S0024615,Item 24615,289,115.91
S0024616,Item 24616,483,89.56
S0024617,Item 24617,37,99.56
S0024618,Item 24618,7,190.48
S0024619,Item 24619,256,193.72
S0024620,Item 24620,454,79.6
S0024621,Item 24621,208,191.85
S0024622,Item 24622,466,112.19
S0024623,Item 24623,114,178.66
S0024624,Item 24624,117,171.59
S0024625,Item 24625,279,58.81
S0024626,Item 24626,308,21.72
S0024627,Item 24627,92,109.9
S0024628,Item 24628,186,10.93
S0024629,Item 24629,195,50.48
S0024630,Item 24630,133,185.5
S0024631,Item 24631,197,199.07
S0024632,Item 24632,189,87.84
S0024633,Item 24633,57,30.96
S0024634,Item 24634,178,43.81
S0024635,Item 24635,55,25.45
S0024636,Item 24636,206,118.7
S0024637,Item 24637,231,78.93
S0024638,Item 24638,394,173.39
S0024639,Item 24639,402,151.18
S0024640,Item 24640,453,116.8
S0024641,Item 24641,475,99.63
S0024642,Item 24642,381,127.78
S0024643,Item 24643,482,61.82
S0024644,Item 24644,143,72.77
S0024645,Item 24645,284,11.99
S0024646,Item 24646,288,129.51
S0024647,Item 24647,315,156.73
S0024648,Item 24648,61,93.25
S0024649,Item 24649,118,130.41
S0024650,Item 24650,45,151.69
S0024651,Item 24651,396,99.21
S0024652,Item 24652,477,84.86
S0024653,Item 24653,457,55.55
S0024654,Item 24654,195,187.56
S0024655,Item 24655,423,16.5
S0024656,Item 24656,427,181.65
S0024657,Item 24657,129,89.56
S0024658,Item 24658,459,83.48
S0024659,Item 24659,18,169.63
S0024660,Item 24660,134,153.21
S0024661,Item 24661,189,37.07
S0024662,Item 24662,133,56.79
S0024663,Item 24663,176,136.44
S0024664,Item 24664,256,147.97
S0024665,Item 24665,73,119.92
S0024666,Item 24666,405,82.82
S0024667,Item 24667,305,57.16
S0024668,Item 24668,188,51.39
S0024669,Item 24669,337,134.63
S0024670,Item 24670,293,159.63
S0024671,Item 24671,58,167.04
S0024672,Item 24672,477,146.06
S0024673,Item 24673,237,111.54
S0024674,Item 24674,130,118.99
S0024675,Item 24675,248,165.7
S0024676,Item 24676,69,4.18
S0024677,Item 24677,96,162.12
S0024678,Item 24678,413,38.47
S0024679,Item 24679,126,118.85
S0024680,Item 24680,476,65.05
S0024681,Item 24681,84,62.49
S0024682,Item 24682,88,163.35
S0024683,Item 24683,343,83.38
S0024684,Item 24684,360,160.33
S0024685,Item 24685,144,131.98
S0024686,Item 24686,61,62.2
S0024687,Item 24687,133,168.97
S0024688,Item 24688,457,54.05
S0024689,Item 24689,407,34.07
S0024690,Item 24690,355,24.79
S0024691,Item 24691,180,38.26
S0024692,Item 24692,79,65.11
S0024693,Item 24693,174,77.08
S0024694,Item 24694,285,39.49
S0024695,Item 24695,418,188.93
S0024696,Item 24696,368,30.49
S0024697,Item 24697,45,41.56
S0024698,Item 24698,130,187.77
S0024699,Item 24699,441,137.59
S0024700,Item 24700,176,14.48
S0024701,Item 24701,4,115.13
S0024702,Item 24702,180,54.63
S0024703,Item 24703,67,174.15
S0024704,Item 24704,321,72.41
S0024705,Item 24705,72,173.25
S0024706,Item 24706,173,1.33
S0024707,Item 24707,205,180.52
S0024708,Item 24708,257,127.72
S0024709,Item 24709,261,180.95
S0024710,Item 24710,331,175.36
S0024711,Item 24711,472,34.38
S0024712,Item 24712,6,87.72
S0024713,Item 24713,241,14.36
S0024714,Item 24714,200,37.63
S0024715,Item 24715,157,6.52
S0024716,Item 24716,339,36.87
S0024717,Item 24717,316,42.38
S0024718,Item 24718,271,187.26
S0024719,Item 24719,375,156.6
S0024720,Item 24720,77,81.34
S0024721,Item 24721,81,90.26
S0024722,Item 24722,124,30.93
S0024723,Item 24723,209,25.07
S0024724,Item 24724,228,183.18
S0024725,Item 24725,219,87.79
S0024726,Item 24726,222,176.42
S0024727,Item 24727,171,182.3
S0024728,Item 24728,406,101.74
S0024729,Item 24729,63,116.13
S0024730,Item 24730,432,58.58
S0024731,Item 24731,197,107.49
S0024732,Item 24732,228,128.03
S0024733,Item 24733,234,150.51
S0024734,Item 24734,298,137.2
S0024735,Item 24735,499,115.04
S0024736,Item 24736,137,121.42
S0024737,Item 24737,99,157.47
S0024738,Item 24738,103,83.42
S0024739,Item 24739,177,127.44
S0024740,Item 24740,253,31.4
S0024741,Item 24741,443,165.85
S0024742,Item 24742,384,176.9
S0024743,Item 24743,209,100.93
S0024744,Item 24744,363,163.0
S0024745,Item 24745,493,175.33
S0024746,Item 24746,465,137.35
S0024747,Item 24747,117,80.87
S0024748,Item 24748,216,179.51
S0024749,Item 24749,330,100.28
S0024750,Item 24750,390,37.35
S0024751,Item 24751,97,15.13
S0024752,Item 24752,63,180.39
S0024753,Item 24753,364,155.41
S0024754,Item 24754,447,21.46
S0024755,Item 24755,230,119.37
S0024756,Item 24756,174,48.67
S0024757,Item 24757,21,183.03
S0024758,Item 24758,283,136.12
S0024759,Item 24759,113,37.88
S0024760,Item 24760,52,130.84
S0024761,Item 24761,407,194.56
S0024762,Item 24762,481,177.41
S0024763,Item 24763,49,102.42
S0024764,Item 24764,53,79.6
S0024765,Item 24765,143,108.11
S0024766,Item 24766,5,31.5
S0024767,Item 24767,216,27.03
S0024768,Item 24768,29,173.74
S0024769,Item 24769,446,119.4
S0024770,Item 24770,256,105.7
S0024771,Item 24771,354,147.52
S0024772,Item 24772,314,128.89
S0024773,Item 24773,187,191.01
S0024774,Item 24774,36,22.07
S0024775,Item 24775,141,154.98
S0024776,Item 24776,342,178.82
S0024777,Item 24777,288,96.8
S0024778,Item 24778,465,18.85
S0024779,Item 24779,248,49.21
S0024780,Item 24780,414,17.32
S0024781,Item 24781,162,115.96
S0024782,Item 24782,43,4.3
S0024783,Item 24783,193,154.98
S0024784,Item 24784,6,100.02
S0024785,Item 24785,433,36.67
S0024786,Item 24786,366,76.01
S0024787,Item 24787,30,57.94
S0024788,Item 24788,19,190.11
S0024789,Item 24789,210,182.57
S0024790,Item 24790,334,34.92
S0024791,Item 24791,73,62.19
S0024792,Item 24792,487,98.89
S0024793,Item 24793,327,121.02
S0024794,Item 24794,74,186.62
S0024795,Item 24795,491,67.38
S0024796,Item 24796,326,156.36
S0024797,Item 24797,356,29.28
S0024798,Item 24798,490,178.75
S0024799,Item 24799,492,128.24
S0024800,Item 24800,482,158.41
S0024801,Item 24801,125,67.47
S0024802,Item 24802,489,83.16
S0024803,Item 24803,33,12.07
S0024804,Item 24804,148,6.63
S0024805,Item 24805,165,173.29
S0024806,Item 24806,432,122.71
S0024807,Item 24807,297,99.28
S0024808,Item 24808,333,3.53
S0024809,Item 24809,69,141.82
S0024810,Item 24810,452,104.69
S0024811,Item 24811,19,112.87
S0024812,Item 24812,313,95.52
S0024813,Item 24813,181,36.79
S0024814,Item 24814,489,84.53
S0024815,Item 24815,202,83.68
S0024816,Item 24816,191,9.92
S0024817,Item 24817,273,42.88
S0024818,Item 24818,282,18.59
S0024819,Item 24819,200,111.43
S0024820,Item 24820,414,134.72
S0024821,Item 24821,83,22.74
S0024822,Item 24822,21,88.5
S0024823,Item 24823,115,94.21
S0024824,Item 24824,100,10.78
S0024825,Item 24825,351,194.73
S0024826,Item 24826,42,184.71
S0024827,Item 24827,386,39.54
S0024828,Item 24828,9,39.0
S0024829,Item 24829,5,120.55
S0024830,Item 24830,488,31.01
S0024831,Item 24831,467,10.41
S0024832,Item 24832,432,158.09
S0024833,Item 24833,340,78.23
S0024834,Item 24834,203,159.22
S0024835,Item 24835,246,1.45
S0024836,Item 24836,90,196.99
S0024837,Item 24837,479,56.91
S0024838,Item 24838,146,102.73
S0024839,Item 24839,167,178.56
S0024840,Item 24840,229,124.74
S0024841,Item 24841,366,106.85
S0024842,Item 24842,271,123.21
S0024843,Item 24843,32,46.21
S0024844,Item 24844,236,45.68
S0024845,Item 24845,60,177.95
S0024846,Item 24846,480,34.82
S0024847,Item 24847,305,156.93
S0024848,Item 24848,106,34.58
S0024849,Item 24849,294,90.7
S0024850,Item 24850,347,34.93
S0024851,Item 24851,394,65.59
S0024852,Item 24852,19,22.43
S0024853,Item 24853,303,134.15
S0024854,Item 24854,346,49.76
S0024855,Item 24855,350,190.15
S0024856,Item 24856,457,59.15
S0024857,Item 24857,394,176.67
S0024858,Item 24858,149,46.94
S0024859,Item 24859,43,101.17
S0024860,Item 24860,205,157.48
S0024861,Item 24861,184,120.03
S0024862,Item 24862,232,109.22
S0024863,Item 24863,29,95.11
S0024864,Item 24864,322,166.23
S0024865,Item 24865,293,34.74
S0024866,Item 24866,138,150.7
S0024867,Item 24867,110,79.96
S0024868,Item 24868,306,167.17
S0024869,Item 24869,123,95.61
S0024870,Item 24870,179,71.9
S0024871,Item 24871,326,129.91
S0024872,Item 24872,331,3.41
S0024873,Item 24873,425,183.62
S0024874,Item 24874,278,48.8
S0024875,Item 24875,252,72.17
S0024876,Item 24876,6,174.9
S0024877,Item 24877,255,149.54
S0024878,Item 24878,496,6.27
S0024879,Item 24879,297,10.84
S0024880,Item 24880,96,23.11
S0024881,Item 24881,404,28.96
S0024882,Item 24882,322,175.76
S0024883,Item 24883,406,45.4
S0024884,Item 24884,185,198.28
S0024885,Item 24885,361,100.06
S0024886,Item 24886,144,38.59
S0024887,Item 24887,121,22.0
S0024888,Item 24888,387,74.95
S0024889,Item 24889,215,116.14
S0024890,Item 24890,135,3.68
S0024891,Item 24891,24,16.68
S0024892,Item 24892,207,6.2
S0024893,Item 24893,453,123.62
S0024894,Item 24894,102,197.8
S0024895,Item 24895,470,41.76
S0024896,Item 24896,95,1.43
S0024897,Item 24897,479,86.96
S0024898,Item 24898,89,161.89
S0024899,Item 24899,196,10.91
S0024900,Item 24900,290,41.41
S0024901,Item 24901,198,148.65
S0024902,Item 24902,66,152.11
S0024903,Item 24903,204,167.58
S0024904,Item 24904,116,46.22
S0024905,Item 24905,194,18.9
S0024906,Item 24906,26,180.83
S0024907,Item 24907,488,31.23
S0024908,Item 24908,53,1.56
S0024909,Item 24909,243,17.14
S0024910,Item 24910,229,24.22
S0024911,Item 24911,406,116.42
S0024912,Item 24912,162,93.02
S0024913,Item 24913,378,50.01
S0024914,Item 24914,171,152.48
S0024915,Item 24915,309,133.18
S0024916,Item 24916,293,72.4
S0024917,Item 24917,283,14.72
S0024918,Item 24918,458,141.95
S0024919,Item 24919,2,168.3
S0024920,Item 24920,387,162.78
S0024921,Item 24921,211,154.27
S0024922,Item 24922,408,161.72
S0024923,Item 24923,326,71.62
S0024924,Item 24924,410,83.44
S0024925,Item 24925,115,72.96
S0024926,Item 24926,188,17.41
S0024927,Item 24927,409,86.44
S0024928,Item 24928,185,36.42
S0024929,Item 24929,56,47.96
S0024930,Item 24930,483,5.63
S0024931,Item 24931,360,37.14
S0024932,Item 24932,475,194.53
S0024933,Item 24933,401,151.42
S0024934,Item 24934,245,198.85
S0024935,Item 24935,27,79.37
S0024936,Item 24936,167,148.5
S0024937,Item 24937,11,33.71
S0024938,Item 24938,297,33.52
S0024939,Item 24939,98,73.27
S0024940,Item 24940,228,88.06
S0024941,Item 24941,147,16.23
S0024942,Item 24942,154,116.0
S0024943,Item 24943,188,94.16
S0024944,Item 24944,255,67.43
S0024945,Item 24945,77,25.7
S0024946,Item 24946,253,172.75
S0024947,Item 24947,319,185.99
S0024948,Item 24948,433,167.19
S0024949,Item 24949,355,158.48
S0024950,Item 24950,393,69.58
S0024951,Item 24951,201,197.01
S0024952,Item 24952,161,105.38
S0024953,Item 24953,483,182.54
S0024954,Item 24954,319,140.63
S0024955,Item 24955,432,184.9
S0024956,Item 24956,304,161.44
S0024957,Item 24957,59,80.21
S0024958,Item 24958,373,110.77
S0024959,Item 24959,127,19.73
S0024960,Item 24960,497,21.18
S0024961,Item 24961,443,191.42
S0024962,Item 24962,47,13.34
S0024963,Item 24963,83,144.66
S0024964,Item 24964,59,31.44
S0024965,Item 24965,359,161.19
S0024966,Item 24966,159,198.8
S0024967,Item 24967,454,61.07
S0024968,Item 24968,213,87.92
S0024969,Item 24969,38,183.06
S0024970,Item 24970,478,40.78
S0024971,Item 24971,38,184.62
S0024972,Item 24972,240,179.14
S0024973,Item 24973,453,142.79
S0024974,Item 24974,47,114.67
S0024975,Item 24975,472,0.11
S0024976,Item 24976,209,80.46
S0024977,Item 24977,164,62.05
S0024978,Item 24978,483,63.5
S0024979,Item 24979,27,108.55
S0024980,Item 24980,243,148.06
S0024981,Item 24981,2,38.41
S0024982,Item 24982,3,178.56
S0024983,Item 24983,332,196.09
S0024984,Item 24984,46,186.63
S0024985,Item 24985,206,176.59
S0024986,Item 24986,45,92.3
S0024987,Item 24987,198,20.85
S0024988,Item 24988,332,175.37
S0024989,Item 24989,58,20.71
S0024990,Item 24990,64,90.39
S0024991,Item 24991,272,44.33
S0024992,Item 24992,46,132.93
S0024993,Item 24993,267,126.29
S0024994,Item 24994,332,17.57
S0024995,Item 24995,83,5.92
S0024996,Item 24996,125,192.96
S0024997,Item 24997,240,117.43
S0024998,Item 24998,183,191.0
S0024999,Item 24999,216,51.91
S0025000,Item 25000,15,12.73
S0025001,Item 25001,32,133.14
S0025002,Item 25002,436,129.99
S0025003,Item 25003,376,182.19
S0025004,Item 25004,148,171.16
S0025005,Item 25005,399,79.76
S0025006,Item 25006,29,141.92
S0025007,Item 25007,447,87.54
S0025008,Item 25008,419,191.85
S0025009,Item 25009,436,58.18
S0025010,Item 25010,62,84.23
S0025011,Item 25011,143,41.16
S0025012,Item 25012,390,137.7
S0025013,Item 25013,155,192.08
S0025014,Item 25014,362,197.35
S0025015,Item 25015,35,167.24
S0025016,Item 25016,129,175.71
S0025017,Item 25017,242,63.42
S0025018,Item 25018,149,131.78
S0025019,Item 25019,482,87.3
S0025020,Item 25020,140,181.91
S0025021,Item 25021,270,29.17
S0025022,Item 25022,117,190.47
S0025023,Item 25023,31,128.84
S0025024,Item 25024,458,198.56
S0025025,Item 25025,150,25.26
S0025026,Item 25026,37,159.32
S0025027,Item 25027,216,184.11
S0025028,Item 25028,133,80.07
S0025029,Item 25029,114,103.7
S0025030,Item 25030,486,188.28
S0025031,Item 25031,414,69.54
S0025032,Item 25032,321,140.34
S0025033,Item 25033,314,29.76
S0025034,Item 25034,142,183.87
S0025035,Item 25035,216,78.18
S0025036,Item 25036,75,12.93
S0025037,Item 25037,385,99.05
S0025038,Item 25038,217,51.42
S0025039,Item 25039,96,152.25
S0025040,Item 25040,119,19.71
S0025041,Item 25041,221,150.41
S0025042,Item 25042,138,116.1
S0025043,Item 25043,161,1.91
S0025044,Item 25044,17,155.83
S0025045,Item 25045,330,164.31
S0025046,Item 25046,52,19.23
S0025047,Item 25047,451,42.64
S0025048,Item 25048,475,130.65
S0025049,Item 25049,476,44.75
S0025050,Item 25050,345,58.12
S0025051,Item 25051,217,148.57
S0025052,Item 25052,404,48.42
S0025053,Item 25053,53,151.38
S0025054,Item 25054,6,189.3
S0025055,Item 25055,278,119.72
S0025056,Item 25056,350,9.1
S0025057,Item 25057,247,107.11
S0025058,Item 25058,295,167.12
S0025059,Item 25059,383,64.25
S0025060,Item 25060,382,75.15
S0025061,Item 25061,57,111.49
S0025062,Item 25062,392,105.38
S0025063,Item 25063,7,54.86
S0025064,Item 25064,356,134.74
S0025065,Item 25065,324,171.73
S0025066,Item 25066,142,127.75
S0025067,Item 25067,250,61.29
S0025068,Item 25068,255,48.09
S0025069,Item 25069,136,140.43
S0025070,Item 25070,190,197.15
S0025071,Item 25071,424,130.61
S0025072,Item 25072,311,93.76
S0025073,Item 25073,221,151.81
S0025074,Item 25074,244,6.89
S0025075,Item 25075,340,85.31
S0025076,Item 25076,395,72.05
S0025077,Item 25077,428,190.23
S0025078,Item 25078,428,48.28
S0025079,Item 25079,340,161.73
S0025080,Item 25080,359,96.74
S0025081,Item 25081,441,63.95
S0025082,Item 25082,130,196.7
S0025083,Item 25083,407,112.7
S0025084,Item 25084,242,3.71
S0025085,Item 25085,466,149.53
S0025086,Item 25086,265,65.49
S0025087,Item 25087,203,111.4
S0025088,Item 25088,356,89.54
S0025089,Item 25089,329,3.57
S0025090,Item 25090,317,71.69
S0025091,Item 25091,289,4.25
S0025092,Item 25092,370,157.57
S0025093,Item 25093,480,70.86
S0025094,Item 25094,306,70.02
S0025095,Item 25095,471,114.1
S0025096,Item 25096,257,13.48
S0025097,Item 25097,136,89.38
S0025098,Item 25098,78,78.11
S0025099,Item 25099,258,9.93
S0025100,Item 25100,484,41.1
S0025101,Item 25101,449,121.27
S0025102,Item 25102,325,178.35
S0025103,Item 25103,147,15.39
S0025104,Item 25104,481,127.09
S0025105,Item 25105,46,119.37
S0025106,Item 25106,441,53.88
S0025107,Item 25107,415,138.0
S0025108,Item 25108,370,184.45
S0025109,Item 25109,325,165.84
S0025110,Item 25110,404,76.25
S0025111,Item 25111,378,97.59
S0025112,Item 25112,330,178.39
S0025113,Item 25113,313,5.19
S0025114,Item 25114,500,106.55
S0025115,Item 25115,376,149.03
S0025116,Item 25116,27,78.75
S0025117,Item 25117,409,40.28
S0025118,Item 25118,390,24.55
S0025119,Item 25119,491,133.55
S0025120,Item 25120,60,92.07
S0025121,Item 25121,298,66.45
S0025122,Item 25122,71,175.64
S0025123,Item 25123,76,155.7
S0025124,Item 25124,450,32.04
S0025125,Item 25125,123,191.11
S0025126,Item 25126,94,65.86
S0025127,Item 25127,248,99.67
S0025128,Item 25128,177,0.46
S0025129,Item 25129,353,141.69
S0025130,Item 25130,109,103.82
S0025131,Item 25131,176,188.57
S0025132,Item 25132,456,85.78
S0025133,Item 25133,217,34.97
S0025134,Item 25134,235,139.86
S0025135,Item 25135,490,192.99
S0025136,Item 25136,47,37.9
S0025137,Item 25137,405,34.89
S0025138,Item 25138,334,141.68
S0025139,Item 25139,96,28.79
S0025140,Item 25140,161,130.11
S0025141,Item 25141,119,139.91
S0025142,Item 25142,441,50.88
S0025143,Item 25143,464,156.87
S0025144,Item 25144,346,179.18
S0025145,Item 25145,369,30.21
S0025146,Item 25146,311,50.53
S0025147,Item 25147,17,87.86
S0025148,Item 25148,122,179.28
S0025149,Item 25149,133,22.39
S0025150,Item 25150,332,101.64
S0025151,Item 25151,33,123.52
S0025152,Item 25152,315,57.5
S0025153,Item 25153,175,10.08
S0025154,Item 25154,440,132.5
S0025155,Item 25155,290,27.19
S0025156,Item 25156,491,169.38
S0025157,Item 25157,168,45.25
S0025158,Item 25158,445,180.76
S0025159,Item 25159,413,181.4
S0025160,Item 25160,442,153.22
S0025161,Item 25161,186,71.78
S0025162,Item 25162,434,147.84
S0025163,Item 25163,280,98.34
S0025164,Item 25164,311,160.15
S0025165,Item 25165,361,121.38
S0025166,Item 25166,202,59.08
S0025167,Item 25167,401,36.43
S0025168,Item 25168,107,92.07
S0025169,Item 25169,178,90.77
S0025170,Item 25170,113,104.11
S0025171,Item 25171,320,19.91
S0025172,Item 25172,491,136.2
S0025173,Item 25173,463,14.29
S0025174,Item 25174,298,29.72
S0025175,Item 25175,122,64.12
S0025176,Item 25176,52,131.94
S0025177,Item 25177,325,14.73
S0025178,Item 25178,335,41.5
S0025179,Item 25179,54,5.88
S0025180,Item 25180,168,37.54
S0025181,Item 25181,484,152.99
S0025182,Item 25182,22,35.62
S0025183,Item 25183,133,81.0
S0025184,Item 25184,295,55.78
S0025185,Item 25185,268,166.46
S0025186,Item 25186,416,57.67
S0025187,Item 25187,374,175.37
S0025188,Item 25188,87,42.23
S0025189,Item 25189,421,145.86
S0025190,Item 25190,92,45.63
S0025191,Item 25191,87,181.27
S0025192,Item 25192,285,96.82
S0025193,Item 25193,127,104.74
S0025194,Item 25194,164,177.3
S0025195,Item 25195,440,161.07
S0025196,Item 25196,30,188.23
S0025197,Item 25197,387,152.83
S0025198,Item 25198,294,60.88
S0025199,Item 25199,299,166.19
S0025200,Item 25200,53,49.71
S0025201,Item 25201,6,196.8
S0025202,Item 25202,499,70.65
S0025203,Item 25203,449,87.92
S0025204,Item 25204,265,41.02
S0025205,Item 25205,316,33.89
S0025206,Item 25206,115,189.97
S0025207,Item 25207,57,84.85
S0025208,Item 25208,484,148.12
S0025209,Item 25209,95,28.11
S0025210,Item 25210,332,10.82
S0025211,Item 25211,3,123.45
S0025212,Item 25212,414,119.21
S0025213,Item 25213,228,13.52
S0025214,Item 25214,54,124.92
S0025215,Item 25215,38,185.08
S0025216,Item 25216,431,108.69
S0025217,Item 25217,138,142.87
S0025218,Item 25218,278,111.82
S0025219,Item 25219,395,160.82
S0025220,Item 25220,276,0.62
S0025221,Item 25221,227,127.59
S0025222,Item 25222,332,87.53
S0025223,Item 25223,379,160.79
S0025224,Item 25224,278,24.66
S0025225,Item 25225,114,158.59
S0025226,Item 25226,228,12.24
S0025227,Item 25227,128,114.97
S0025228,Item 25228,202,33.81
S0025229,Item 25229,431,73.25
S0025230,Item 25230,157,6.23
S0025231,Item 25231,438,97.66
S0025232,Item 25232,7,3.1
S0025233,Item 25233,467,46.53
S0025234,Item 25234,182,64.38
S0025235,Item 25235,482,101.54
S0025236,Item 25236,66,170.81
S0025237,Item 25237,469,52.76
S0025238,Item 25238,370,20.22
S0025239,Item 25239,63,155.81
S0025240,Item 25240,14,133.55
S0025241,Item 25241,415,35.84
S0025242,Item 25242,333,149.21
S0025243,Item 25243,264,198.49
S0025244,Item 25244,29,161.19
S0025245,Item 25245,69,145.83
S0025246,Item 25246,273,56.07
S0025247,Item 25247,246,118.31
S0025248,Item 25248,283,152.75
S0025249,Item 25249,492,68.12
S0025250,Item 25250,248,147.26
S0025251,Item 25251,112,92.9
S0025252,Item 25252,190,85.23
S0025253,Item 25253,150,20.06
S0025254,Item 25254,452,169.97
S0025255,Item 25255,484,46.97
S0025256,Item 25256,380,6.66
S0025257,Item 25257,395,3.23
S0025258,Item 25258,210,83.22
S0025259,Item 25259,456,98.68
S0025260,Item 25260,330,178.03
S0025261,Item 25261,357,80.32
S0025262,Item 25262,391,181.08
S0025263,Item 25263,46,19.97
S0025264,Item 25264,403,197.38
S0025265,Item 25265,367,86.15
S0025266,Item 25266,47,199.78
S0025267,Item 25267,493,118.06
S0025268,Item 25268,172,148.71
S0025269,Item 25269,13,118.99
S0025270,Item 25270,250,41.11
S0025271,Item 25271,58,168.2
S0025272,Item 25272,130,137.04
S0025273,Item 25273,117,97.53
S0025274,Item 25274,318,15.43
S0025275,Item 25275,238,1.68
S0025276,Item 25276,485,42.98
S0025277,Item 25277,292,126.2
S0025278,Item 25278,108,5.5
S0025279,Item 25279,49,162.15
S0025280,Item 25280,297,27.43
S0025281,Item 25281,26,179.23
S0025282,Item 25282,146,196.99
S0025283,Item 25283,189,103.47
S0025284,Item 25284,23,95.36
S0025285,Item 25285,412,19.3
S0025286,Item 25286,93,165.63
S0025287,Item 25287,229,194.75
S0025288,Item 25288,152,25.4
S0025289,Item 25289,220,111.78
S0025290,Item 25290,477,95.64
S0025291,Item 25291,75,72.04
S0025292,Item 25292,404,184.2
S0025293,Item 25293,31,153.55
S0025294,Item 25294,483,65.7
S0025295,Item 25295,68,115.11
S0025296,Item 25296,310,4.82
S0025297,Item 25297,366,178.22
S0025298,Item 25298,196,161.41
S0025299,Item 25299,481,88.23
S0025300,Item 25300,325,23.93
S0025301,Item 25301,12,162.89
S0025302,Item 25302,81,181.31
S0025303,Item 25303,382,145.65
S0025304,Item 25304,318,69.12
S0025305,Item 25305,280,162.54
S0025306,Item 25306,496,121.07
S0025307,Item 25307,433,46.83
S0025308,Item 25308,356,195.06
S0025309,Item 25309,164,2.23
S0025310,Item 25310,500,107.42
S0025311,Item 25311,291,120.9
S0025312,Item 25312,410,157.93
S0025313,Item 25313,435,82.88
S0025314,Item 25314,440,160.15
S0025315,Item 25315,478,149.49
S0025316,Item 25316,142,64.37
S0025317,Item 25317,167,190.29
S0025318,Item 25318,228,199.78
S0025319,Item 25319,380,139.4
S0025320,Item 25320,275,155.96
S0025321,Item 25321,422,145.83
S0025322,Item 25322,134,58.88
S0025323,Item 25323,94,6.72
S0025324,Item 25324,161,52.06
S0025325,Item 25325,474,191.55
S0025326,Item 25326,185,180.84
S0025327,Item 25327,498,178.71
S0025328,Item 25328,189,184.65
S0025329,Item 25329,340,65.17
S0025330,Item 25330,247,159.51
S0025331,Item 25331,143,1.92
S0025332,Item 25332,402,34.86
S0025333,Item 25333,59,145.87
S0025334,Item 25334,330,99.68
S0025335,Item 25335,161,120.28
S0025336,Item 25336,305,135.91
S0025337,Item 25337,18,184.95
S0025338,Item 25338,12,14.31
S0025339,Item 25339,452,51.5
S0025340,Item 25340,321,15.69
S0025341,Item 25341,447,6.65
S0025342,Item 25342,377,125.83
S0025343,Item 25343,26,77.52
S0025344,Item 25344,245,3.82
S0025345,Item 25345,36,168.58
S0025346,Item 25346,401,157.04
S0025347,Item 25347,488,86.68
S0025348,Item 25348,158,103.83
S0025349,Item 25349,2,195.25
S0025350,Item 25350,6,8.04
S0025351,Item 25351,150,7.48
S0025352,Item 25352,149,142.64
S0025353,Item 25353,130,169.85
S0025354,Item 25354,128,124.65
S0025355,Item 25355,197,105.68
S0025356,Item 25356,108,59.14
S0025357,Item 25357,495,107.1
S0025358,Item 25358,225,70.2
S0025359,Item 25359,184,81.26
S0025360,Item 25360,144,198.7
S0025361,Item 25361,282,116.19
S0025362,Item 25362,72,171.94
S0025363,Item 25363,202,85.0
S0025364,Item 25364,161,88.7
S0025365,Item 25365,30,16.63
S0025366,Item 25366,98,106.07
S0025367,Item 25367,356,94.1
S0025368,Item 25368,169,147.7
S0025369,Item 25369,45,197.55
S0025370,Item 25370,57,34.13
S0025371,Item 25371,456,21.35
S0025372,Item 25372,416,76.81
S0025373,Item 25373,90,136.25
S0025374,Item 25374,190,11.98
S0025375,Item 25375,345,23.5
S0025376,Item 25376,289,65.98
S0025377,Item 25377,11,61.66
S0025378,Item 25378,55,67.64
S0025379,Item 25379,11,87.84
S0025380,Item 25380,429,185.94
S0025381,Item 25381,36,155.18
S0025382,Item 25382,131,14.23
S0025383,Item 25383,221,136.75
S0025384,Item 25384,246,189.88
S0025385,Item 25385,247,171.35
S0025386,Item 25386,496,144.35
S0025387,Item 25387,198,175.62
S0025388,Item 25388,419,154.06
S0025389,Item 25389,417,20.3
S0025390,Item 25390,20,138.16
S0025391,Item 25391,457,45.74
S0025392,Item 25392,421,31.26
S0025393,Item 25393,126,24.33
S0025394,Item 25394,234,80.4
S0025395,Item 25395,29,32.43
S0025396,Item 25396,157,192.68
S0025397,Item 25397,51,82.66
S0025398,Item 25398,130,184.13
S0025399,Item 25399,142,75.94
S0025400,Item 25400,214,56.57
S0025401,Item 25401,389,189.67
S0025402,Item 25402,258,121.39
S0025403,Item 25403,388,36.0
S0025404,Item 25404,349,61.66
S0025405,Item 25405,482,132.86
S0025406,Item 25406,116,37.04
S0025407,Item 25407,458,154.53
S0025408,Item 25408,443,17.6
S0025409,Item 25409,409,159.03
S0025410,Item 25410,442,88.79
S0025411,Item 25411,65,54.37
S0025412,Item 25412,381,136.57
S0025413,Item 25413,142,153.48
S0025414,Item 25414,477,142.48
S0025415,Item 25415,418,142.05
S0025416,Item 25416,399,115.66
S0025417,Item 25417,383,143.41
